molecule_chembl_id,pref_name,canonical_smiles,source,is_linker,standard_smiles
DECOY_00122,Decoy_00122,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,Generated_Decoy,0,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12
DECOY_00509,Decoy_00509,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,Generated_Decoy,0,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
CHEMBL447980,,CC(C)C[C@H]1NC(=O)[C@@H](C(C)C)NC1=O,ChEMBL,1,CC(C)C[C@H]1NC(=O)[C@@H](C(C)C)NC1=O
CHEMBL412918,,CSCC[C@@H](NC(=O)[C@@H](NC(=O)[C@H](N)C(C)c1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)O,ChEMBL,1,CSCC[C@@H](NC(=O)[C@@H](NC(=O)[C@H](N)C(C)c1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)O
DECOY_00156,Decoy_00156,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,Generated_Decoy,0,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
DECOY_00786,Decoy_00786,C=CCSCC(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+],Generated_Decoy,0,C=CCSCC(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+]
DECOY_00280,Decoy_00280,NC1=NCC2c3ccccc3Cc3ccccc3N12,Generated_Decoy,0,NC1=NCC2c3ccccc3Cc3ccccc3N12
CHEMBL1201178,LISDEXAMFETAMINE DIMESYLATE,CS(=O)(=O)O.CS(=O)(=O)O.C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,ChEMBL,1,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
CHEMBL354468,,CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)O,ChEMBL,1,CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)O
DECOY_00656,Decoy_00656,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)C=C[C@H]3[C@H]1C5,Generated_Decoy,0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)C=C[C@H]3[C@H]1C5
DECOY_00478,Decoy_00478,O=C(c1ccc(F)cc1)C1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,Generated_Decoy,0,O=C(c1ccc(F)cc1)C1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1
CHEMBL550645,,NC(=O)c1csc([C@@H]2O[C@H](CSSC[C@H]3O[C@@H](c4nc(C(N)=O)cs4)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)n1,ChEMBL,1,NC(=O)c1csc([C@@H]2O[C@H](CSSC[C@H]3O[C@@H](c4nc(C(N)=O)cs4)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)n1
DECOY_00372,Decoy_00372,Cn1c(=O)c2c(nc(SCCc3ccc(Br)cc3)n2C)n(C)c1=O,Generated_Decoy,0,Cn1c(=O)c2c(nc(SCCc3ccc(Br)cc3)n2C)n(C)c1=O
CHEMBL263278,,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)C1(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC)C(C)C)CCCC1)C(=O)O,ChEMBL,1,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)C1(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC)C(C)C)CCCC1)C(=O)O
CHEMBL3623722,,CC(C)[C@H](NC(=O)CCN1c2ccccc2Sc2ccccc21)C(=O)O,ChEMBL,1,CC(C)[C@H](NC(=O)CCN1c2ccccc2Sc2ccccc21)C(=O)O
DECOY_00390,Decoy_00390,Cn1c(=O)c2c(nc(-c3cccc(Cl)c3)n2C)n(C)c1=O,Generated_Decoy,0,Cn1c(=O)c2c(nc(-c3cccc(Cl)c3)n2C)n(C)c1=O
CHEMBL340909,,CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)c1ccccc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,ChEMBL,1,CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)c1ccccc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C
DECOY_00120,Decoy_00120,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,Generated_Decoy,0,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl
DECOY_00184,Decoy_00184,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,Generated_Decoy,0,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
DECOY_00097,Decoy_00097,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,Generated_Decoy,0,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
DECOY_00608,Decoy_00608,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](c4nnn[nH]4)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5.O=C(O)C(F)(F)F,Generated_Decoy,0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](c4nnn[nH]4)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5.O=C(O)C(F)(F)F
CHEMBL5774008,,CC(C)[C@H](NC(=O)[C@@H](Cc1ccc2ccccc2n1)NC(=O)[C@H](CC(=O)O)NC(=O)OCc1ccccc1)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(=O)O,ChEMBL,1,CC(C)[C@H](NC(=O)[C@@H](Cc1ccc2ccccc2n1)NC(=O)[C@H](CC(=O)O)NC(=O)OCc1ccccc1)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(=O)O
DECOY_00681,Decoy_00681,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,Generated_Decoy,0,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
CHEMBL26056,,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)F,ChEMBL,1,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)F
CHEMBL371014,,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)C(C)C)C(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)O,ChEMBL,1,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)C(C)C)C(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)O
CHEMBL1095589,,CCCCn1c2ccccc2c2cc(C(=O)N[C@H](C(=O)OCC)C(C)C)[n+](Cc3ccccc3)cc21.[Br-],ChEMBL,1,CCCCn1c2ccccc2c2cc(C(=O)N[C@H](C(=O)OCC)C(C)C)[n+](Cc3ccccc3)cc21
DECOY_00078,Decoy_00078,Cn1c(=O)c2c(nc(CSc3ccc(Br)cc3)n2C)n(C)c1=O,Generated_Decoy,0,Cn1c(=O)c2c(nc(CSc3ccc(Br)cc3)n2C)n(C)c1=O
DECOY_00090,Decoy_00090,O=C(/C=C/OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O)CCC(=O)OCC(O)COc1ccc(Cl)cc1,Generated_Decoy,0,O=C(/C=C/OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O)CCC(=O)OCC(O)COc1ccc(Cl)cc1
CHEMBL443312,,CCCCCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)CCCCC)C(N)=O,ChEMBL,1,CCCCCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)CCCCC)C(N)=O
DECOY_00758,Decoy_00758,O=c1ccn([C@@H]2O[C@H](CP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Generated_Decoy,0,O=c1ccn([C@@H]2O[C@H](CP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
CHEMBL1209949,,COC(=O)[C@@H](N)C(C)C,ChEMBL,1,COC(=O)[C@@H](N)C(C)C
CHEMBL2114259,,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C)[C@H](C)c1ccccc1,ChEMBL,1,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C)[C@H](C)c1ccccc1
CHEMBL855,TRIPROLIDINE,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,ChEMBL,1,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
CHEMBL73837,,O=C(O)[C@@H]1C[C@H]2C[C@@H](CCS(=O)(=O)O)CC[C@H]2CN1,ChEMBL,1,O=C(O)[C@@H]1C[C@H]2C[C@@H](CCS(=O)(=O)O)CC[C@H]2CN1
CHEMBL3215476,,COC1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCO[C@@H]3O[C@@H](CO)[C@@H](O[C@@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H]3O)=C(C[C@@H](C)C[C@H](OC)[C@H](O)C(C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,ChEMBL,1,COC1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCO[C@@H]3O[C@@H](CO)[C@@H](O[C@@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H]3O)=C(C[C@@H](C)C[C@H](OC)[C@H](O)C(C)/C=C(\C)[C@@H]1OC(N)=O)C2=O
DECOY_00243,Decoy_00243,Cc1cc(C)cc(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)N3C)c1,Generated_Decoy,0,Cc1cc(C)cc(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)N3C)c1
CHEMBL4285119,,CCCCCOC(=O)[C@@H](NP1(=O)COC(Cn2cnc3c(N)ncnc32)CO1)C(C)C,ChEMBL,1,CCCCCOC(=O)[C@@H](NP1(=O)COC(Cn2cnc3c(N)ncnc32)CO1)C(C)C
CHEMBL4747541,,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)OC(=O)OC(C)OC(=O)[C@@H](C(C)C)N(C)C)C(C)(C)C,ChEMBL,1,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)OC(=O)OC(C)OC(=O)[C@@H](C(C)C)N(C)C)C(C)(C)C
CHEMBL2409051,,COC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)C(C)C,ChEMBL,1,COC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)C(C)C
CHEMBL408350,EDOTREOTIDE,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,ChEMBL,1,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O
DECOY_00714,Decoy_00714,CN1C[C@H]2C[C@@H](NC(=O)c3n[nH]c4ccccc34)C[C@@H](C1)N2C,Generated_Decoy,0,CN1C[C@H]2C[C@@H](NC(=O)c3n[nH]c4ccccc34)C[C@@H](C1)N2C
DECOY_00755,Decoy_00755,CCCC,Generated_Decoy,0,CCCC
DECOY_00229,Decoy_00229,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)[C@H]3CC[C@]12C.[Na+],Generated_Decoy,0,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)[C@H]3CC[C@]12C.[Na+]
DECOY_00489,Decoy_00489,CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21,Generated_Decoy,0,CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21
DECOY_00546,Decoy_00546,Cc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)[C@@](C)(O)C[C@@H]12,Generated_Decoy,0,Cc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)[C@@](C)(O)C[C@@H]12
DECOY_00389,Decoy_00389,C[C@@H]1CO[C@@](O)(c2cc(F)cc(F)c2)[C@H](C)N1,Generated_Decoy,0,C[C@@H]1CO[C@@](O)(c2cc(F)cc(F)c2)[C@H](C)N1
DECOY_00742,Decoy_00742,CC(=O)Oc1ccccc1C(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)C1CC1,Generated_Decoy,0,CC(=O)Oc1ccccc1C(=O)O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)C1CC1
DECOY_00500,Decoy_00500,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21.Cl,Generated_Decoy,0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21.Cl
CHEMBL174307,,CCC(C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1ncccc1OCCOCCOC)C(=O)NCc1nc2ccccc2[nH]1,ChEMBL,1,CCC(C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1ncccc1OCCOCCOC)C(=O)NCc1nc2ccccc2[nH]1
DECOY_00728,Decoy_00728,CCN[C@H]1C(OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,Generated_Decoy,0,CCN[C@H]1C(OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
CHEMBL4239018,,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(N)=O)C(C)C,ChEMBL,1,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(N)=O)C(C)C
DECOY_00411,Decoy_00411,COCCOCCOCCO[C@H]1C=CC2C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,Generated_Decoy,0,COCCOCCOCCO[C@H]1C=CC2C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5
DECOY_00523,Decoy_00523,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,Generated_Decoy,0,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
CHEMBL66929,,CC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,ChEMBL,1,CC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C
CHEMBL2105834,OCTREOTIDE PAMOATE,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,ChEMBL,1,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O
CHEMBL439762,,CC(C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,ChEMBL,1,CC(C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)O
CHEMBL264030,,NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)Nc1cccc(C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)c1,ChEMBL,1,NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)Nc1cccc(C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)c1
DECOY_00371,Decoy_00371,CCN(CC)CCOC(=O)c1ccccc1OC(C)=O.Cl,Generated_Decoy,0,CCN(CC)CCOC(=O)c1ccccc1OC(C)=O.Cl
DECOY_00066,Decoy_00066,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,Generated_Decoy,0,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1
DECOY_00644,Decoy_00644,C[C@H]1CN2CCNCc3ccc(C(=O)NCC(F)F)c1c32,Generated_Decoy,0,C[C@H]1CN2CCNCc3ccc(C(=O)NCC(F)F)c1c32
DECOY_00439,Decoy_00439,CC(C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1,Generated_Decoy,0,CC(C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1
CHEMBL1240701,,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CS)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)[C@H](C)N)C(=O)N[C@@H](CS)C(=O)NCC(N)=O,ChEMBL,1,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CS)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)[C@H](C)N)C(=O)N[C@@H](CS)C(=O)NCC(N)=O
CHEMBL158879,,Cc1c(SSc2c(C)c3ccccc3n2C)n(C)c2ccccc12,ChEMBL,1,Cc1c(SSc2c(C)c3ccccc3n2C)n(C)c2ccccc12
CHEMBL4175097,,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,ChEMBL,1,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O
CHEMBL299400,BUTORPHANOL TARTRATE,O=C(O)C(O)C(O)C(=O)O.Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,ChEMBL,1,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3
DECOY_00098,Decoy_00098,Cn1c(=O)c2c(nc(SCCc3ccccc3)n2C)n(C)c1=O,Generated_Decoy,0,Cn1c(=O)c2c(nc(SCCc3ccccc3)n2C)n(C)c1=O
DECOY_00205,Decoy_00205,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1.O,Generated_Decoy,0,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1.O
DECOY_00177,Decoy_00177,Cn1c(=O)c2c(nc(OCCOc3ccccc3)n2C)n(C)c1=O,Generated_Decoy,0,Cn1c(=O)c2c(nc(OCCOc3ccccc3)n2C)n(C)c1=O
CHEMBL5076548,,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(N)=O)NC(=O)CNC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CCCNC(=N)N)NC1=O,ChEMBL,1,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(N)=O)NC(=O)CNC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CCCNC(=N)N)NC1=O
CHEMBL361067,,CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCC(N)=O)NC(=O)CN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)O,ChEMBL,1,CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCC(N)=O)NC(=O)CN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)O
DECOY_00035,Decoy_00035,Cn1c(=O)c2c(nc(SCCCc3ccc(Cl)cc3)n2C)n(C)c1=O,Generated_Decoy,0,Cn1c(=O)c2c(nc(SCCCc3ccc(Cl)cc3)n2C)n(C)c1=O
DECOY_00116,Decoy_00116,COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2SC1(C)C,Generated_Decoy,0,COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2SC1(C)C
DECOY_00797,Decoy_00797,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC(CC(=O)NCC1CCCO1)[C@@H]2O,Generated_Decoy,0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC(CC(=O)NCC1CCCO1)[C@@H]2O
